iter,term_idx,step_kind,kind,label,time_ns,left_B,right_B,result_B,alloc_B,hw_B,rss_B,nnz,checksum_nnz,checksum_sum,checksum_sumsq,checksum_max_abs,expr,target_expr,op_lhs,op_rhs,intermediate_label,index_labels,csv_pair_indices,shape_dense,shape_repr,dense_bytes,sparsity
1,28,Permute,residual,R,78720,,,384,384,11218080,415072256,48,,,,,"R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)",,,,"i,i,a,a",";;i_1,i_2;i_1,i_2","7,7,,",7 × 7 × ? × ?,,
1,29,Tensor,leaf,t,1261,,,384,384,11218080,415072256,48,0,0.0,0.0,0.0,"t(i_4,i_1;a_4i_1i_4,a_3i_1i_4)","t(i_4,i_1;a_4i_1i_4,a_3i_1i_4)",,,,"i,i,a,a",";;i_1,i_4;i_1,i_4","7,7,,",7 × 7 × ? × ?,,
1,29,Product,intermediate,I,205287,957848,384,432,432,11218080,415072256,54,0,0.0,0.0,0.0,"I(i_1,i_3,i_2,i_4;a_3i_1i_4) * t(i_4,i_1;a_4i_1i_4,a_3i_1i_4) -> I(i_4,i_3,i_2,i_1;a_4i_1i_4)","I(i_4,i_3,i_2,i_1;a_4i_1i_4)","I(i_1,i_3,i_2,i_4;a_3i_1i_4)","t(i_4,i_1;a_4i_1i_4,a_3i_1i_4)","I(i_4,i_3,i_2,i_1;a_4i_1i_4)","i,i,i,i,a",";;;;i_1,i_4","7,7,7,7,",7 × 7 × 7 × 7 × ?,,
1,29,Product,intermediate,I,364636,432,5489512,400,400,11218080,415072256,50,0,0.0,0.0,0.0,"I(i_4,i_3,i_2,i_1;a_4i_1i_4) * I(i_2,i_4,i_1;a_1i_1i_2,a_4i_1i_4) -> I(i_3,i_2,i_1;a_1i_1i_2)","I(i_3,i_2,i_1;a_1i_1i_2)","I(i_4,i_3,i_2,i_1;a_4i_1i_4)","I(i_2,i_4,i_1;a_1i_1i_2,a_4i_1i_4)","I(i_3,i_2,i_1;a_1i_1i_2)","i,i,i,a",";;;i_1,i_2","7,7,7,",7 × 7 × 7 × ?,,
1,29,Product,intermediate,I,235219,400,400,384,384,11218080,415072256,48,0,0.0,0.0,0.0,"I(i_3,i_2,i_1;a_1i_1i_2) * I(i_2,i_1,i_3;a_2i_1i_2) -> I(i_2,i_1;a_1i_1i_2,a_2i_1i_2)","I(i_2,i_1;a_1i_1i_2,a_2i_1i_2)","I(i_3,i_2,i_1;a_1i_1i_2)","I(i_2,i_1,i_3;a_2i_1i_2)","I(i_2,i_1;a_1i_1i_2,a_2i_1i_2)","i,i,a,a",";;i_1,i_2;i_1,i_2","7,7,,",7 × 7 × ? × ?,,
1,29,Constant,constant,_const,1111,,,8,8,11218080,415072256,1,,,,,2,2,,,,,,,scalar,8,1
1,29,Product,residual,R,69879,384,8,384,384,11218080,415072256,48,0,0.0,0.0,0.0,"I(i_2,i_1;a_1i_1i_2,a_2i_1i_2) * 2 -> R(i_2,i_1;a_1i_1i_2,a_2i_1i_2)","R(i_2,i_1;a_1i_1i_2,a_2i_1i_2)","I(i_2,i_1;a_1i_1i_2,a_2i_1i_2)",2,"R(i_2,i_1;a_1i_1i_2,a_2i_1i_2)","i,i,a,a",";;i_1,i_2;i_1,i_2","7,7,,",7 × 7 × ? × ?,,
1,29,Permute,residual,R,94898,,,384,384,11218080,415072256,48,,,,,"R(i_2,i_1;a_1i_1i_2,a_2i_1i_2)","R(i_2,i_1;a_1i_1i_2,a_2i_1i_2)",,,,"i,i,a,a",";;i_1,i_2;i_1,i_2","7,7,,",7 × 7 × ? × ?,,
1,30,Tensor,leaf,C,8696,,,2207664,2207664,11218080,415072256,275958,246870,-5695.615034274957,223631163.21246105,731.2730436956697,"C(i_3,i_1,μ̃_19706;a_3i_1i_3)","C(i_3,i_1,μ̃_19706;a_3i_1i_3)",,,,"i,i,μ̃,a",";;;i_1,i_3","7,7,114,",7 × 7 × 114 × ?,,
1,30,Product,intermediate,I,4472295,334432,2207664,957848,957848,12175928,415072256,119731,107016,0.9825444117962238,4.551170034386949,0.09453598947047762,"I(i_3,i_2,i_4,μ̃_19706) * C(i_3,i_1,μ̃_19706;a_3i_1i_3) -> I(i_1,i_4,i_2,i_3;a_3i_1i_3)","I(i_1,i_4,i_2,i_3;a_3i_1i_3)","I(i_3,i_2,i_4,μ̃_19706)","C(i_3,i_1,μ̃_19706;a_3i_1i_3)","I(i_1,i_4,i_2,i_3;a_3i_1i_3)","i,i,i,i,a",";;;;i_1,i_3","7,7,7,7,",7 × 7 × 7 × 7 × ?,,
1,30,Tensor,leaf,t,1958,,,384,384,12175928,415072256,48,0,0.0,0.0,0.0,"t(i_1,i_3;a_4i_1i_3,a_3i_1i_3)","t(i_1,i_3;a_4i_1i_3,a_3i_1i_3)",,,,"i,i,a,a",";;i_1,i_3;i_1,i_3","7,7,,",7 × 7 × ? × ?,,
1,30,Product,intermediate,I,263855,957848,384,432,432,12175928,415072256,54,0,0.0,0.0,0.0,"I(i_1,i_4,i_2,i_3;a_3i_1i_3) * t(i_1,i_3;a_4i_1i_3,a_3i_1i_3) -> I(i_3,i_4,i_2,i_1;a_4i_1i_3)","I(i_3,i_4,i_2,i_1;a_4i_1i_3)","I(i_1,i_4,i_2,i_3;a_3i_1i_3)","t(i_1,i_3;a_4i_1i_3,a_3i_1i_3)","I(i_3,i_4,i_2,i_1;a_4i_1i_3)","i,i,i,i,a",";;;;i_1,i_3","7,7,7,7,",7 × 7 × 7 × 7 × ?,,
1,30,Product,intermediate,I,346711,432,5489512,400,400,12175928,415072256,50,0,0.0,0.0,0.0,"I(i_3,i_4,i_2,i_1;a_4i_1i_3) * I(i_2,i_3,i_1;a_1i_1i_2,a_4i_1i_3) -> I(i_4,i_2,i_1;a_1i_1i_2)","I(i_4,i_2,i_1;a_1i_1i_2)","I(i_3,i_4,i_2,i_1;a_4i_1i_3)","I(i_2,i_3,i_1;a_1i_1i_2,a_4i_1i_3)","I(i_4,i_2,i_1;a_1i_1i_2)","i,i,i,a",";;;i_1,i_2","7,7,7,",7 × 7 × 7 × ?,,
1,30,Product,intermediate,I,280346,400,400,384,384,12175928,415072256,48,0,0.0,0.0,0.0,"I(i_4,i_2,i_1;a_1i_1i_2) * I(i_2,i_1,i_4;a_2i_1i_2) -> I(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","I(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","I(i_4,i_2,i_1;a_1i_1i_2)","I(i_2,i_1,i_4;a_2i_1i_2)","I(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","i,i,a,a",";;i_1,i_2;i_1,i_2","7,7,,",7 × 7 × ? × ?,,
1,30,Constant,constant,_const,1081,,,8,8,12175928,415072256,1,,,,,2,2,,,,,,,scalar,8,1
1,30,Product,residual,R,66039,384,8,384,384,12175928,415072256,48,0,0.0,0.0,0.0,"I(i_2,i_1;a_2i_1i_2,a_1i_1i_2) * 2 -> R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","I(i_2,i_1;a_2i_1i_2,a_1i_1i_2)",2,"R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","i,i,a,a",";;i_1,i_2;i_1,i_2","7,7,,",7 × 7 × ? × ?,,
1,30,Permute,residual,R,62413,,,384,384,12175928,415072256,48,,,,,"R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)",,,,"i,i,a,a",";;i_1,i_2;i_1,i_2","7,7,,",7 × 7 × ? × ?,,
1,31,Tensor,leaf,t,1365,,,384,384,12175928,415072256,48,0,0.0,0.0,0.0,"t(i_3,i_1;a_4i_1i_3,a_3i_1i_3)","t(i_3,i_1;a_4i_1i_3,a_3i_1i_3)",,,,"i,i,a,a",";;i_1,i_3;i_1,i_3","7,7,,",7 × 7 × ? × ?,,
1,31,Product,intermediate,I,227180,957848,384,432,432,12175928,415072256,54,0,0.0,0.0,0.0,"I(i_1,i_4,i_2,i_3;a_3i_1i_3) * t(i_3,i_1;a_4i_1i_3,a_3i_1i_3) -> I(i_3,i_4,i_2,i_1;a_4i_1i_3)","I(i_3,i_4,i_2,i_1;a_4i_1i_3)","I(i_1,i_4,i_2,i_3;a_3i_1i_3)","t(i_3,i_1;a_4i_1i_3,a_3i_1i_3)","I(i_3,i_4,i_2,i_1;a_4i_1i_3)","i,i,i,i,a",";;;;i_1,i_3","7,7,7,7,",7 × 7 × 7 × 7 × ?,,
1,31,Product,intermediate,I,435073,432,5489512,400,400,12175928,415072256,50,0,0.0,0.0,0.0,"I(i_3,i_4,i_2,i_1;a_4i_1i_3) * I(i_3,i_2,i_1;a_4i_1i_3,a_2i_1i_2) -> I(i_4,i_2,i_1;a_2i_1i_2)","I(i_4,i_2,i_1;a_2i_1i_2)","I(i_3,i_4,i_2,i_1;a_4i_1i_3)","I(i_3,i_2,i_1;a_4i_1i_3,a_2i_1i_2)","I(i_4,i_2,i_1;a_2i_1i_2)","i,i,i,a",";;;i_1,i_2","7,7,7,",7 × 7 × 7 × ?,,
1,31,Product,intermediate,I,240297,400,400,384,384,12175928,415072256,48,0,0.0,0.0,0.0,"I(i_4,i_2,i_1;a_2i_1i_2) * I(i_2,i_1,i_4;a_1i_1i_2) -> I(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","I(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","I(i_4,i_2,i_1;a_2i_1i_2)","I(i_2,i_1,i_4;a_1i_1i_2)","I(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","i,i,a,a",";;i_1,i_2;i_1,i_2","7,7,,",7 × 7 × ? × ?,,
1,31,Constant,constant,_const,1647,,,8,8,12175928,415072256,1,,,,,2,2,,,,,,,scalar,8,1
1,31,Product,residual,R,65890,384,8,384,384,12175928,415072256,48,0,0.0,0.0,0.0,"I(i_2,i_1;a_2i_1i_2,a_1i_1i_2) * 2 -> R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","I(i_2,i_1;a_2i_1i_2,a_1i_1i_2)",2,"R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","i,i,a,a",";;i_1,i_2;i_1,i_2","7,7,,",7 × 7 × ? × ?,,
1,31,Permute,residual,R,69206,,,384,384,12175928,415072256,48,,,,,"R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)",,,,"i,i,a,a",";;i_1,i_2;i_1,i_2","7,7,,",7 × 7 × ? × ?,,
1,32,Product,intermediate,I,254299,334432,432,432,432,12175928,415072256,54,0,0.0,0.0,0.0,"I(i_3,i_2,i_4,μ̃_19711) * I(μ̃_19711,i_1) -> I(i_3,i_2,i_4,i_1)","I(i_3,i_2,i_4,i_1)","I(i_3,i_2,i_4,μ̃_19711)","I(μ̃_19711,i_1)","I(i_3,i_2,i_4,i_1)","i,i,i,i",;;;,"7,7,7,7",7 × 7 × 7 × 7,19208,0.0224906
1,32,Product,intermediate,I,298956,432,400,400,400,12175928,415072256,50,0,0.0,0.0,0.0,"I(i_3,i_2,i_4,i_1) * I(i_2,i_1,i_4;a_1i_1i_2) -> I(i_3,i_2,i_1;a_1i_1i_2)","I(i_3,i_2,i_1;a_1i_1i_2)","I(i_3,i_2,i_4,i_1)","I(i_2,i_1,i_4;a_1i_1i_2)","I(i_3,i_2,i_1;a_1i_1i_2)","i,i,i,a",";;;i_1,i_2","7,7,7,",7 × 7 × 7 × ?,,
1,32,Product,intermediate,I,322764,400,400,384,384,12175928,415072256,48,0,0.0,0.0,0.0,"I(i_3,i_2,i_1;a_1i_1i_2) * I(i_2,i_1,i_3;a_2i_1i_2) -> I(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","I(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","I(i_3,i_2,i_1;a_1i_1i_2)","I(i_2,i_1,i_3;a_2i_1i_2)","I(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","i,i,a,a",";;i_1,i_2;i_1,i_2","7,7,,",7 × 7 × ? × ?,,
1,32,Constant,constant,_const,1099,,,8,8,12175928,415072256,1,,,,,2,2,,,,,,,scalar,8,1
1,32,Product,residual,R,63989,384,8,384,384,12175928,415072256,48,0,0.0,0.0,0.0,"I(i_2,i_1;a_2i_1i_2,a_1i_1i_2) * 2 -> R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","I(i_2,i_1;a_2i_1i_2,a_1i_1i_2)",2,"R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","i,i,a,a",";;i_1,i_2;i_1,i_2","7,7,,",7 × 7 × ? × ?,,
1,32,Permute,residual,R,65113,,,384,384,12175928,415072256,48,,,,,"R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)",,,,"i,i,a,a",";;i_1,i_2;i_1,i_2","7,7,,",7 × 7 × ? × ?,,
1,33,Tensor,leaf,C,14053,,,2207664,2207664,12175928,415072256,275958,246870,-5695.615034274957,223631163.21246105,731.2730436956697,"C(i_4,i_3,μ̃_19902;a_5i_3i_4)","C(i_4,i_3,μ̃_19902;a_5i_3i_4)",,,,"i,i,μ̃,a",";;;i_3,i_4","7,7,114,",7 × 7 × 114 × ?,,
1,33,Tensor,leaf,t,1352,,,384,384,12175928,415072256,48,0,0.0,0.0,0.0,"t(i_4,i_3;a_5i_3i_4,a_4i_3i_4)","t(i_4,i_3;a_5i_3i_4,a_4i_3i_4)",,,,"i,i,a,a",";;i_3,i_4;i_3,i_4","7,7,,",7 × 7 × ? × ?,,
1,33,Product,intermediate,I,214452,2207664,384,496,496,12176808,415072256,62,0,0.0,0.0,0.0,"C(i_4,i_3,μ̃_19902;a_5i_3i_4) * t(i_4,i_3;a_5i_3i_4,a_4i_3i_4) -> I(μ̃_19902,i_4,i_3;a_4i_3i_4)","I(μ̃_19902,i_4,i_3;a_4i_3i_4)","C(i_4,i_3,μ̃_19902;a_5i_3i_4)","t(i_4,i_3;a_5i_3i_4,a_4i_3i_4)","I(μ̃_19902,i_4,i_3;a_4i_3i_4)","μ̃,i,i,a",";;;i_3,i_4","114,7,7,",114 × 7 × 7 × ?,,
1,33,Tensor,leaf,C,7484,,,2207664,2207664,12176808,415072256,275958,246870,-5695.615034274957,223631163.21246105,731.2730436956697,"C(i_4,i_3,μ̃_19903;a_4i_3i_4)","C(i_4,i_3,μ̃_19903;a_4i_3i_4)",,,,"i,i,μ̃,a",";;;i_3,i_4","7,7,114,",7 × 7 × 114 × ?,,
1,33,Product,intermediate,I,474851,496,2207664,1392,1392,12177816,415072256,174,0,0.0,0.0,0.0,"I(μ̃_19902,i_4,i_3;a_4i_3i_4) * C(i_4,i_3,μ̃_19903;a_4i_3i_4) -> I(μ̃_19903,μ̃_19902,i_3,i_4)","I(μ̃_19903,μ̃_19902,i_3,i_4)","I(μ̃_19902,i_4,i_3;a_4i_3i_4)","C(i_4,i_3,μ̃_19903;a_4i_3i_4)","I(μ̃_19903,μ̃_19902,i_3,i_4)","μ̃,μ̃,i,i",;;;,"114,114,7,7",114 × 114 × 7 × 7,5094432,0.000273239
1,33,Product,intermediate,I,250985,432,1392,1392,1392,12177816,415072256,174,0,0.0,0.0,0.0,"I(i_3,i_1,i_4,i_2) * I(μ̃_19903,μ̃_19902,i_3,i_4) -> I(i_1,μ̃_19902,μ̃_19903,i_2)","I(i_1,μ̃_19902,μ̃_19903,i_2)","I(i_3,i_1,i_4,i_2)","I(μ̃_19903,μ̃_19902,i_3,i_4)","I(i_1,μ̃_19902,μ̃_19903,i_2)","i,μ̃,μ̃,i",;;;,"7,114,114,7",7 × 114 × 114 × 7,5094432,0.000273239
1,33,Product,intermediate,I,581372,1392,2226240,496,496,12177816,415072256,62,0,0.0,0.0,0.0,"I(i_1,μ̃_19902,μ̃_19903,i_2) * I(i_2,i_1,μ̃_19902;a_2i_1i_2) -> I(i_1,μ̃_19903,i_2;a_2i_1i_2)","I(i_1,μ̃_19903,i_2;a_2i_1i_2)","I(i_1,μ̃_19902,μ̃_19903,i_2)","I(i_2,i_1,μ̃_19902;a_2i_1i_2)","I(i_1,μ̃_19903,i_2;a_2i_1i_2)","i,μ̃,i,a",";;;i_1,i_2","7,114,7,",7 × 114 × 7 × ?,,
1,33,Product,intermediate,I,385350,496,2226240,384,384,12177816,415072256,48,0,0.0,0.0,0.0,"I(i_1,μ̃_19903,i_2;a_2i_1i_2) * I(i_2,i_1,μ̃_19903;a_1i_1i_2) -> I(i_1,i_2;a_2i_1i_2,a_1i_1i_2)","I(i_1,i_2;a_2i_1i_2,a_1i_1i_2)","I(i_1,μ̃_19903,i_2;a_2i_1i_2)","I(i_2,i_1,μ̃_19903;a_1i_1i_2)","I(i_1,i_2;a_2i_1i_2,a_1i_1i_2)","i,i,a,a",";;i_1,i_2;i_1,i_2","7,7,,",7 × 7 × ? × ?,,
1,33,Constant,constant,_const,978,,,8,8,12177816,415072256,1,,,,,2,2,,,,,,,scalar,8,1
1,33,Product,residual,R,70636,384,8,384,384,12177816,415072256,48,0,0.0,0.0,0.0,"I(i_1,i_2;a_2i_1i_2,a_1i_1i_2) * 2 -> R(i_1,i_2;a_2i_1i_2,a_1i_1i_2)","R(i_1,i_2;a_2i_1i_2,a_1i_1i_2)","I(i_1,i_2;a_2i_1i_2,a_1i_1i_2)",2,"R(i_1,i_2;a_2i_1i_2,a_1i_1i_2)","i,i,a,a",";;i_1,i_2;i_1,i_2","7,7,,",7 × 7 × ? × ?,,
1,33,Permute,residual,R,63374,,,384,384,12177816,415072256,48,,,,,"R(i_1,i_2;a_2i_1i_2,a_1i_1i_2)","R(i_1,i_2;a_2i_1i_2,a_1i_1i_2)",,,,"i,i,a,a",";;i_1,i_2;i_1,i_2","7,7,,",7 × 7 × ? × ?,,
1,34,Product,intermediate,I,224620,334432,432,384,384,12177816,415072256,48,0,0.0,0.0,0.0,"I(i_3,i_2,i_4,μ̃_19767) * I(μ̃_19767,i_3) -> I(i_4,i_2)","I(i_4,i_2)","I(i_3,i_2,i_4,μ̃_19767)","I(μ̃_19767,i_3)","I(i_4,i_2)","i,i",;,"7,7",7 × 7,392,0.979592
1,34,Product,intermediate,I,1780829,384,5489512,400,400,12177816,416370688,50,0,0.0,0.0,0.0,"I(i_4,i_2) * I(i_2,i_4,i_1;a_1i_1i_2,a_4i_1i_4) -> I(i_1,i_2,i_4;a_1i_1i_2,a_4i_1i_4)","I(i_1,i_2,i_4;a_1i_1i_2,a_4i_1i_4)","I(i_4,i_2)","I(i_2,i_4,i_1;a_1i_1i_2,a_4i_1i_4)","I(i_1,i_2,i_4;a_1i_1i_2,a_4i_1i_4)","i,i,i,a,a",";;;i_1,i_2;i_1,i_4","7,7,7,,",7 × 7 × 7 × ? × ?,,
1,34,Tensor,leaf,t,1266,,,384,384,12177816,416370688,48,0,0.0,0.0,0.0,"t(i_4,i_1;a_5i_1i_4,a_4i_1i_4)","t(i_4,i_1;a_5i_1i_4,a_4i_1i_4)",,,,"i,i,a,a",";;i_1,i_4;i_1,i_4","7,7,,",7 × 7 × ? × ?,,
1,34,Product,intermediate,I,279695,5489512,384,400,400,12177816,416370688,50,0,0.0,0.0,0.0,"I(i_4,i_2,i_1;a_5i_1i_4,a_2i_1i_2) * t(i_4,i_1;a_5i_1i_4,a_4i_1i_4) -> I(i_2,i_4,i_1;a_2i_1i_2,a_4i_1i_4)","I(i_2,i_4,i_1;a_2i_1i_2,a_4i_1i_4)","I(i_4,i_2,i_1;a_5i_1i_4,a_2i_1i_2)","t(i_4,i_1;a_5i_1i_4,a_4i_1i_4)","I(i_2,i_4,i_1;a_2i_1i_2,a_4i_1i_4)","i,i,i,a,a",";;;i_1,i_2;i_1,i_4","7,7,7,,",7 × 7 × 7 × ? × ?,,
1,34,Product,intermediate,I,284883,400,400,384,384,12177816,416370688,48,0,0.0,0.0,0.0,"I(i_1,i_2,i_4;a_1i_1i_2,a_4i_1i_4) * I(i_2,i_4,i_1;a_2i_1i_2,a_4i_1i_4) -> I(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","I(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","I(i_1,i_2,i_4;a_1i_1i_2,a_4i_1i_4)","I(i_2,i_4,i_1;a_2i_1i_2,a_4i_1i_4)","I(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","i,i,a,a",";;i_1,i_2;i_1,i_2","7,7,,",7 × 7 × ? × ?,,
1,34,Constant,constant,_const,1015,,,8,8,12177816,416370688,1,,,,,2,2,,,,,,,scalar,8,1
1,34,Product,residual,R,64174,384,8,384,384,12177816,416370688,48,0,0.0,0.0,0.0,"I(i_2,i_1;a_2i_1i_2,a_1i_1i_2) * 2 -> R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","I(i_2,i_1;a_2i_1i_2,a_1i_1i_2)",2,"R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","i,i,a,a",";;i_1,i_2;i_1,i_2","7,7,,",7 × 7 × ? × ?,,
1,34,Permute,residual,R,65507,,,384,384,12177816,416370688,48,,,,,"R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)",,,,"i,i,a,a",";;i_1,i_2;i_1,i_2","7,7,,",7 × 7 × ? × ?,,
1,35,Tensor,leaf,C,13798,,,2207664,2207664,12178216,416370688,275958,246870,-5695.615034274957,223631163.21246105,731.2730436956697,"C(i_2,i_1,μ̃_19871;a_2i_1i_2)","C(i_2,i_1,μ̃_19871;a_2i_1i_2)",,,,"i,i,μ̃,a",";;;i_1,i_2","7,7,114,",7 × 7 × 114 × ?,,
1,35,Product,intermediate,I,2392194,334432,2207664,139048,139048,12317264,416370688,17381,15288,-0.022187418228380072,0.6947244946393683,0.09453598947047762,"I(i_1,i_3,i_2,μ̃_19871) * C(i_2,i_1,μ̃_19871;a_2i_1i_2) -> I(i_3,i_2,i_1;a_2i_1i_2)","I(i_3,i_2,i_1;a_2i_1i_2)","I(i_1,i_3,i_2,μ̃_19871)","C(i_2,i_1,μ̃_19871;a_2i_1i_2)","I(i_3,i_2,i_1;a_2i_1i_2)","i,i,i,a",";;;i_1,i_2","7,7,7,",7 × 7 × 7 × ?,,
1,35,Product,intermediate,I,249077,139048,400,384,384,12317264,416370688,48,0,0.0,0.0,0.0,"I(i_3,i_2,i_1;a_2i_1i_2) * I(i_2,i_1,i_3;a_1i_1i_2) -> I(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","I(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","I(i_3,i_2,i_1;a_2i_1i_2)","I(i_2,i_1,i_3;a_1i_1i_2)","I(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","i,i,a,a",";;i_1,i_2;i_1,i_2","7,7,,",7 × 7 × ? × ?,,
1,35,Constant,constant,_const,1152,,,8,8,12317264,416370688,1,,,,,-2,-2,,,,,,,scalar,8,1
1,35,Product,residual,R,61434,384,8,384,384,12317264,416370688,48,0,0.0,0.0,0.0,"I(i_2,i_1;a_2i_1i_2,a_1i_1i_2) * -2 -> R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","I(i_2,i_1;a_2i_1i_2,a_1i_1i_2)",-2,"R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","i,i,a,a",";;i_1,i_2;i_1,i_2","7,7,,",7 × 7 × ? × ?,,
1,35,Permute,residual,R,63708,,,384,384,12317264,416370688,48,,,,,"R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)",,,,"i,i,a,a",";;i_1,i_2;i_1,i_2","7,7,,",7 × 7 × ? × ?,,
1,36,Tensor,leaf,g,11696,,,1843152,1843152,12317264,416370688,230394,225036,-13.7135187938935,9.824790694343452,0.19254784769834188,"g(μ̃_19700,i_3,Κ_1)","g(μ̃_19700,i_3,Κ_1)",,,,"μ̃,i,Κ",;;,"114,7,282",114 × 7 × 282,1800288,1.02381
1,36,Tensor,leaf,g,9328,,,1843152,1843152,12317264,416370688,230394,225036,-13.7135187938935,9.824790694343452,0.19254784769834188,"g(μ̃_19701,i_4,Κ_1)","g(μ̃_19701,i_4,Κ_1)",,,,"μ̃,i,Κ",;;,"114,7,282",114 × 7 × 282,1800288,1.02381
1,36,Product,intermediate,I,63098067,1843152,1843152,5179792,5179792,18975696,416911360,647474,636804,27.01493957359407,3.0468014162183006,0.11361118772547729,"g(μ̃_19700,i_3,Κ_1) * g(μ̃_19701,i_4,Κ_1) -> I(i_4,i_3,μ̃_19701,μ̃_19700)","I(i_4,i_3,μ̃_19701,μ̃_19700)","g(μ̃_19700,i_3,Κ_1)","g(μ̃_19701,i_4,Κ_1)","I(i_4,i_3,μ̃_19701,μ̃_19700)","i,i,μ̃,μ̃",;;;,"7,7,114,114",7 × 7 × 114 × 114,5094432,1.01676
1,36,Product,intermediate,I,416330,5179792,1392,432,432,18975696,416911360,54,0,0.0,0.0,0.0,"I(i_4,i_3,μ̃_19701,μ̃_19700) * I(μ̃_19701,μ̃_19700,i_2,i_1) -> I(i_4,i_3,i_2,i_1)","I(i_4,i_3,i_2,i_1)","I(i_4,i_3,μ̃_19701,μ̃_19700)","I(μ̃_19701,μ̃_19700,i_2,i_1)","I(i_4,i_3,i_2,i_1)","i,i,i,i",;;;,"7,7,7,7",7 × 7 × 7 × 7,19208,0.0224906
1,36,Product,intermediate,I,222370,432,1392,1392,1392,18975696,416911360,174,0,0.0,0.0,0.0,"I(i_4,i_3,i_2,i_1) * I(μ̃_19704,μ̃_19702,i_4,i_3) -> I(μ̃_19704,μ̃_19702,i_2,i_1)","I(μ̃_19704,μ̃_19702,i_2,i_1)","I(i_4,i_3,i_2,i_1)","I(μ̃_19704,μ̃_19702,i_4,i_3)","I(μ̃_19704,μ̃_19702,i_2,i_1)","μ̃,μ̃,i,i",;;;,"114,114,7,7",114 × 114 × 7 × 7,5094432,0.000273239
1,36,Product,intermediate,I,455459,1392,2226240,496,496,18975696,416911360,62,0,0.0,0.0,0.0,"I(μ̃_19704,μ̃_19702,i_2,i_1) * I(i_2,i_1,μ̃_19702;a_1i_1i_2) -> I(μ̃_19704,i_2,i_1;a_1i_1i_2)","I(μ̃_19704,i_2,i_1;a_1i_1i_2)","I(μ̃_19704,μ̃_19702,i_2,i_1)","I(i_2,i_1,μ̃_19702;a_1i_1i_2)","I(μ̃_19704,i_2,i_1;a_1i_1i_2)","μ̃,i,i,a",";;;i_1,i_2","114,7,7,",114 × 7 × 7 × ?,,
1,36,Product,residual,R,419213,496,2226240,384,384,18975696,416911360,48,0,0.0,0.0,0.0,"I(μ̃_19704,i_2,i_1;a_1i_1i_2) * I(i_2,i_1,μ̃_19704;a_2i_1i_2) -> R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","I(μ̃_19704,i_2,i_1;a_1i_1i_2)","I(i_2,i_1,μ̃_19704;a_2i_1i_2)","R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","i,i,a,a",";;i_1,i_2;i_1,i_2","7,7,,",7 × 7 × ? × ?,,
1,36,Permute,residual,R,68742,,,384,384,18975696,416911360,48,,,,,"R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)","R(i_2,i_1;a_2i_1i_2,a_1i_1i_2)",,,,"i,i,a,a",";;i_1,i_2;i_1,i_2","7,7,,",7 × 7 × ? × ?,,
