iter,term_idx,step_kind,kind,label,time_ns,left_B,right_B,result_B,alloc_B,hw_B,rss_B,nnz,checksum_nnz,checksum_sum,checksum_sumsq,checksum_max_abs,expr,target_expr,op_lhs,op_rhs,intermediate_label,index_labels,csv_pair_indices,shape_dense,shape_repr,dense_bytes,sparsity
1,1,Tensor,leaf,g,32277359,,,121536,121536,121536,346066944,15192,13818,10.313570711989671,5.229066732803717,0.3618052751837755,"g(i_2,i_1,Κ_1)","g(i_2,i_1,Κ_1)",,,,"i,i,Κ",;;,"7,7,282",7 × 7 × 282,110544,1.09944
1,1,Tensor,leaf,g,438232755,,,29489328,29489328,29489328,386113536,3686166,3664872,328.03408291046827,123.92989425956779,0.8503952014554771,"g(μ̃_19601,μ̃_19602,Κ_1)","g(μ̃_19601,μ̃_19602,Κ_1)",,,,"μ̃,μ̃,Κ",;;,"114,114,282",114 × 114 × 282,29318976,1.00581
1,1,Product,intermediate,I,62073498,121536,29489328,5179792,5179792,34790656,390168576,647474,636804,319.3017663066169,132.60778349602813,0.7000249021776662,"g(i_2,i_1,Κ_1) * g(μ̃_19601,μ̃_19602,Κ_1) -> I(i_1,i_2,μ̃_19602,μ̃_19601)","I(i_1,i_2,μ̃_19602,μ̃_19601)","g(i_2,i_1,Κ_1)","g(μ̃_19601,μ̃_19602,Κ_1)","I(i_1,i_2,μ̃_19602,μ̃_19601)","i,i,μ̃,μ̃",;;;,"7,7,114,114",7 × 7 × 114 × 114,5094432,1.01676
1,1,Tensor,leaf,C,12486,,,481264,481264,34790656,390168576,60158,,,,,"C(i_2,μ̃_19602;a_2i_2)","C(i_2,μ̃_19602;a_2i_2)",,,,"i,μ̃,a",;;i_2,"7,114,",7 × 114 × ?,,
1,1,Tensor,leaf,t,1730,,,376,376,34790656,390168576,47,,,,,t(i_2;a_2i_2),t(i_2;a_2i_2),,,,"i,a",;i_2,"7,",7 × ?,,
1,1,Product,intermediate,I,6942277,481264,376,432,432,34790656,390168576,54,0,0.0,0.0,0.0,"C(i_2,μ̃_19602;a_2i_2) * t(i_2;a_2i_2) -> I(μ̃_19602,i_2)","I(μ̃_19602,i_2)","C(i_2,μ̃_19602;a_2i_2)",t(i_2;a_2i_2),"I(μ̃_19602,i_2)","μ̃,i",;,"114,7",114 × 7,6384,0.0676692
1,1,Product,intermediate,I,345584,5179792,432,432,432,34790656,390168576,54,0,0.0,0.0,0.0,"I(i_1,i_2,μ̃_19602,μ̃_19601) * I(μ̃_19602,i_2) -> I(i_1,μ̃_19601)","I(i_1,μ̃_19601)","I(i_1,i_2,μ̃_19602,μ̃_19601)","I(μ̃_19602,i_2)","I(i_1,μ̃_19601)","i,μ̃",;,"7,114",7 × 114,6384,0.0676692
1,1,Tensor,leaf,C,12429,,,481264,481264,34790656,390168576,60158,,,,,"C(i_1,μ̃_19601;a_1i_1)","C(i_1,μ̃_19601;a_1i_1)",,,,"i,μ̃,a",;;i_1,"7,114,",7 × 114 × ?,,
1,1,Product,intermediate,I,3210571,432,481264,376,376,34790656,390168576,47,,,,,"I(i_1,μ̃_19601) * C(i_1,μ̃_19601;a_1i_1) -> I(i_1;a_1i_1)",I(i_1;a_1i_1),"I(i_1,μ̃_19601)","C(i_1,μ̃_19601;a_1i_1)",I(i_1;a_1i_1),"i,a",;i_1,"7,",7 × ?,,
1,1,Constant,constant,_const,1323,,,8,8,34790656,390168576,1,,,,,-1,-1,,,,,,,scalar,8,1
1,1,Product,residual,R,69165,376,8,376,376,34790656,390168576,47,,,,,I(i_1;a_1i_1) * -1 -> R(i_1;a_1i_1),R(i_1;a_1i_1),I(i_1;a_1i_1),-1,R(i_1;a_1i_1),"i,a",;i_1,"7,",7 × ?,,
1,1,Permute,residual,R,85758,,,376,376,34790656,390168576,47,,,,,R(i_1;a_1i_1),R(i_1;a_1i_1),,,,"i,a",;i_1,"7,",7 × ?,,
1,2,Tensor,leaf,g,34857283,,,1843152,1843152,34790656,390725632,230394,225036,-13.713518793894858,9.824790694343461,0.192547847698342,"g(μ̃_19609,i_2,Κ_1)","g(μ̃_19609,i_2,Κ_1)",,,,"μ̃,i,Κ",;;,"114,7,282",114 × 7 × 282,1800288,1.02381
1,2,Tensor,leaf,g,16212,,,1843152,1843152,34790656,390725632,230394,225036,-13.713518793894858,9.824790694343461,0.192547847698342,"g(μ̃_19610,i_3,Κ_1)","g(μ̃_19610,i_3,Κ_1)",,,,"μ̃,i,Κ",;;,"114,7,282",114 × 7 × 282,1800288,1.02381
1,2,Product,intermediate,I,47581769,1843152,1843152,5179792,5179792,34790656,393428992,647474,636804,27.01493957359425,3.0468014162183117,0.11361118772547665,"g(μ̃_19609,i_2,Κ_1) * g(μ̃_19610,i_3,Κ_1) -> I(i_3,i_2,μ̃_19610,μ̃_19609)","I(i_3,i_2,μ̃_19610,μ̃_19609)","g(μ̃_19609,i_2,Κ_1)","g(μ̃_19610,i_3,Κ_1)","I(i_3,i_2,μ̃_19610,μ̃_19609)","i,i,μ̃,μ̃",;;;,"7,7,114,114",7 × 7 × 114 × 114,5094432,1.01676
1,2,Tensor,leaf,C,14560,,,2207664,2207664,34790656,393428992,275958,,,,,"C(i_2,i_1,μ̃_19609;a_2i_1i_2)","C(i_2,i_1,μ̃_19609;a_2i_1i_2)",,,,"i,i,μ̃,a",";;;i_1,i_2","7,7,114,",7 × 7 × 114 × ?,,
1,2,Product,intermediate,I,130615387,5179792,2207664,15528352,15528352,34790656,400994304,1941044,,,,,"I(i_3,i_2,μ̃_19610,μ̃_19609) * C(i_2,i_1,μ̃_19609;a_2i_1i_2) -> I(i_1,i_3,i_2,μ̃_19610;a_2i_1i_2)","I(i_1,i_3,i_2,μ̃_19610;a_2i_1i_2)","I(i_3,i_2,μ̃_19610,μ̃_19609)","C(i_2,i_1,μ̃_19609;a_2i_1i_2)","I(i_1,i_3,i_2,μ̃_19610;a_2i_1i_2)","i,i,i,μ̃,a",";;;;i_1,i_2","7,7,7,114,",7 × 7 × 7 × 114 × ?,,
1,2,Tensor,leaf,C,20733,,,2207664,2207664,34790656,400994304,275958,,,,,"C(i_2,i_1,μ̃_19610;a_3i_1i_2)","C(i_2,i_1,μ̃_19610;a_3i_1i_2)",,,,"i,i,μ̃,a",";;;i_1,i_2","7,7,114,",7 × 7 × 114 × ?,,
1,2,Product,intermediate,I,20495495,15528352,2207664,5538232,5538232,34790656,404238336,692279,,,,,"I(i_1,i_3,i_2,μ̃_19610;a_2i_1i_2) * C(i_2,i_1,μ̃_19610;a_3i_1i_2) -> I(i_1,i_3,i_2;a_3i_1i_2,a_2i_1i_2)","I(i_1,i_3,i_2;a_3i_1i_2,a_2i_1i_2)","I(i_1,i_3,i_2,μ̃_19610;a_2i_1i_2)","C(i_2,i_1,μ̃_19610;a_3i_1i_2)","I(i_1,i_3,i_2;a_3i_1i_2,a_2i_1i_2)","i,i,i,a,a",";;;i_1,i_2;i_1,i_2","7,7,7,,",7 × 7 × 7 × ? × ?,,
1,2,Tensor,leaf,t,3342,,,384,384,34790656,404238336,48,,,,,"t(i_2,i_1;a_3i_1i_2,a_2i_1i_2)","t(i_2,i_1;a_3i_1i_2,a_2i_1i_2)",,,,"i,i,a,a",";;i_1,i_2;i_1,i_2","7,7,,",7 × 7 × ? × ?,,
1,2,Product,intermediate,I,9455096,5538232,384,384,384,34790656,404238336,48,0,0.0,0.0,0.0,"I(i_1,i_3,i_2;a_3i_1i_2,a_2i_1i_2) * t(i_2,i_1;a_3i_1i_2,a_2i_1i_2) -> I(i_3,i_1)","I(i_3,i_1)","I(i_1,i_3,i_2;a_3i_1i_2,a_2i_1i_2)","t(i_2,i_1;a_3i_1i_2,a_2i_1i_2)","I(i_3,i_1)","i,i",;,"7,7",7 × 7,392,0.979592
1,2,Tensor,leaf,s,8437685,,,125584,125584,34790656,404238336,15698,12996,138.52037144982398,140.24275294876296,0.9820999861813626,"s(μ̃_19611,μ̃_19612)","s(μ̃_19611,μ̃_19612)",,,,"μ̃,μ̃",;,"114,114",114 × 114,103968,1.20791
1,2,Product,intermediate,I,180591,125584,432,432,432,34790656,404238336,54,0,0.0,0.0,0.0,"s(μ̃_19611,μ̃_19612) * I(μ̃_19611,i_3) -> I(μ̃_19612,i_3)","I(μ̃_19612,i_3)","s(μ̃_19611,μ̃_19612)","I(μ̃_19611,i_3)","I(μ̃_19612,i_3)","μ̃,i",;,"114,7",114 × 7,6384,0.0676692
1,2,Product,intermediate,I,134849,384,432,432,432,34790656,404238336,54,0,0.0,0.0,0.0,"I(i_3,i_1) * I(μ̃_19612,i_3) -> I(μ̃_19612,i_1)","I(μ̃_19612,i_1)","I(i_3,i_1)","I(μ̃_19612,i_3)","I(μ̃_19612,i_1)","μ̃,i",;,"114,7",114 × 7,6384,0.0676692
1,2,Tensor,leaf,C,13591,,,481264,481264,34790656,404238336,60158,,,,,"C(i_1,μ̃_19612;a_1i_1)","C(i_1,μ̃_19612;a_1i_1)",,,,"i,μ̃,a",;;i_1,"7,114,",7 × 114 × ?,,
1,2,Product,residual,R,319815,432,481264,376,376,34790656,404238336,47,,,,,"I(μ̃_19612,i_1) * C(i_1,μ̃_19612;a_1i_1) -> R(i_1;a_1i_1)",R(i_1;a_1i_1),"I(μ̃_19612,i_1)","C(i_1,μ̃_19612;a_1i_1)",R(i_1;a_1i_1),"i,a",;i_1,"7,",7 × ?,,
1,2,Permute,residual,R,38672,,,376,376,34790656,404238336,47,,,,,R(i_1;a_1i_1),R(i_1;a_1i_1),,,,"i,a",;i_1,"7,",7 × ?,,
1,3,Tensor,leaf,C,12831,,,2207664,2207664,34790656,404238336,275958,,,,,"C(i_3,i_1,μ̃_19629;a_2i_1i_3)","C(i_3,i_1,μ̃_19629;a_2i_1i_3)",,,,"i,i,μ̃,a",";;;i_1,i_3","7,7,114,",7 × 7 × 114 × ?,,
1,3,Product,intermediate,I,74993612,5179792,2207664,15528352,15528352,34790656,408023040,1941044,,,,,"I(i_3,i_2,μ̃_19630,μ̃_19629) * C(i_3,i_1,μ̃_19629;a_2i_1i_3) -> I(i_1,i_2,i_3,μ̃_19630;a_2i_1i_3)","I(i_1,i_2,i_3,μ̃_19630;a_2i_1i_3)","I(i_3,i_2,μ̃_19630,μ̃_19629)","C(i_3,i_1,μ̃_19629;a_2i_1i_3)","I(i_1,i_2,i_3,μ̃_19630;a_2i_1i_3)","i,i,i,μ̃,a",";;;;i_1,i_3","7,7,7,114,",7 × 7 × 7 × 114 × ?,,
1,3,Tensor,leaf,C,14236,,,2207664,2207664,34790656,408023040,275958,,,,,"C(i_3,i_1,μ̃_19630;a_3i_1i_3)","C(i_3,i_1,μ̃_19630;a_3i_1i_3)",,,,"i,i,μ̃,a",";;;i_1,i_3","7,7,114,",7 × 7 × 114 × ?,,
1,3,Product,intermediate,I,20712726,15528352,2207664,5538232,5538232,34790656,408563712,692279,,,,,"I(i_1,i_2,i_3,μ̃_19630;a_2i_1i_3) * C(i_3,i_1,μ̃_19630;a_3i_1i_3) -> I(i_1,i_2,i_3;a_2i_1i_3,a_3i_1i_3)","I(i_1,i_2,i_3;a_2i_1i_3,a_3i_1i_3)","I(i_1,i_2,i_3,μ̃_19630;a_2i_1i_3)","C(i_3,i_1,μ̃_19630;a_3i_1i_3)","I(i_1,i_2,i_3;a_2i_1i_3,a_3i_1i_3)","i,i,i,a,a",";;;i_1,i_3;i_1,i_3","7,7,7,,",7 × 7 × 7 × ? × ?,,
1,3,Tensor,leaf,t,3307,,,384,384,34790656,408563712,48,,,,,"t(i_3,i_1;a_3i_1i_3,a_2i_1i_3)","t(i_3,i_1;a_3i_1i_3,a_2i_1i_3)",,,,"i,i,a,a",";;i_1,i_3;i_1,i_3","7,7,,",7 × 7 × ? × ?,,
1,3,Product,intermediate,I,426980,5538232,384,384,384,34790656,408563712,48,0,0.0,0.0,0.0,"I(i_1,i_2,i_3;a_2i_1i_3,a_3i_1i_3) * t(i_3,i_1;a_3i_1i_3,a_2i_1i_3) -> I(i_2,i_1)","I(i_2,i_1)","I(i_1,i_2,i_3;a_2i_1i_3,a_3i_1i_3)","t(i_3,i_1;a_3i_1i_3,a_2i_1i_3)","I(i_2,i_1)","i,i",;,"7,7",7 × 7,392,0.979592
1,3,Product,intermediate,I,140310,384,432,432,432,34790656,408563712,54,0,0.0,0.0,0.0,"I(i_2,i_1) * I(μ̃_19632,i_2) -> I(μ̃_19632,i_1)","I(μ̃_19632,i_1)","I(i_2,i_1)","I(μ̃_19632,i_2)","I(μ̃_19632,i_1)","μ̃,i",;,"114,7",114 × 7,6384,0.0676692
1,3,Tensor,leaf,C,12674,,,481264,481264,34790656,408563712,60158,,,,,"C(i_1,μ̃_19632;a_1i_1)","C(i_1,μ̃_19632;a_1i_1)",,,,"i,μ̃,a",;;i_1,"7,114,",7 × 114 × ?,,
1,3,Product,intermediate,I,256309,432,481264,376,376,34790656,408563712,47,,,,,"I(μ̃_19632,i_1) * C(i_1,μ̃_19632;a_1i_1) -> I(i_1;a_1i_1)",I(i_1;a_1i_1),"I(μ̃_19632,i_1)","C(i_1,μ̃_19632;a_1i_1)",I(i_1;a_1i_1),"i,a",;i_1,"7,",7 × ?,,
1,3,Constant,constant,_const,1263,,,8,8,34790656,408563712,1,,,,,-2,-2,,,,,,,scalar,8,1
1,3,Product,residual,R,50883,376,8,376,376,34790656,408563712,47,,,,,I(i_1;a_1i_1) * -2 -> R(i_1;a_1i_1),R(i_1;a_1i_1),I(i_1;a_1i_1),-2,R(i_1;a_1i_1),"i,a",;i_1,"7,",7 × ?,,
1,3,Permute,residual,R,78106,,,376,376,34790656,408563712,47,,,,,R(i_1;a_1i_1),R(i_1;a_1i_1),,,,"i,a",;i_1,"7,",7 × ?,,
1,4,Tensor,leaf,g,9425,,,1843152,1843152,34790656,408563712,230394,225036,-13.713518793894858,9.824790694343461,0.192547847698342,"g(μ̃_19621,i_2,Κ_1)","g(μ̃_19621,i_2,Κ_1)",,,,"μ̃,i,Κ",;;,"114,7,282",114 × 7 × 282,1800288,1.02381
1,4,Product,intermediate,I,244016,1843152,432,400,400,34790656,408563712,50,0,0.0,0.0,0.0,"g(μ̃_19621,i_2,Κ_1) * I(μ̃_19621,i_2) -> I(Κ_1)",I(Κ_1),"g(μ̃_19621,i_2,Κ_1)","I(μ̃_19621,i_2)",I(Κ_1),Κ,,282,282,2256,0.177305
1,4,Tensor,leaf,g,9826,,,1843152,1843152,34790656,408563712,230394,225036,-13.713518793894858,9.824790694343461,0.192547847698342,"g(μ̃_19622,i_3,Κ_1)","g(μ̃_19622,i_3,Κ_1)",,,,"μ̃,i,Κ",;;,"114,7,282",114 × 7 × 282,1800288,1.02381
1,4,Product,intermediate,I,182277,400,1843152,432,432,34790656,408563712,54,0,0.0,0.0,0.0,"I(Κ_1) * g(μ̃_19622,i_3,Κ_1) -> I(i_3,μ̃_19622)","I(i_3,μ̃_19622)",I(Κ_1),"g(μ̃_19622,i_3,Κ_1)","I(i_3,μ̃_19622)","i,μ̃",;,"7,114",7 × 114,6384,0.0676692
1,4,Product,intermediate,I,111439,432,432,384,384,34790656,408563712,48,0,0.0,0.0,0.0,"I(i_3,μ̃_19622) * I(μ̃_19622,i_1) -> I(i_3,i_1)","I(i_3,i_1)","I(i_3,μ̃_19622)","I(μ̃_19622,i_1)","I(i_3,i_1)","i,i",;,"7,7",7 × 7,392,0.979592
1,4,Product,intermediate,I,128916,384,432,432,432,34790656,408563712,54,0,0.0,0.0,0.0,"I(i_3,i_1) * I(μ̃_19624,i_3) -> I(μ̃_19624,i_1)","I(μ̃_19624,i_1)","I(i_3,i_1)","I(μ̃_19624,i_3)","I(μ̃_19624,i_1)","μ̃,i",;,"114,7",114 × 7,6384,0.0676692
1,4,Tensor,leaf,C,10996,,,481264,481264,34790656,408563712,60158,,,,,"C(i_1,μ̃_19624;a_1i_1)","C(i_1,μ̃_19624;a_1i_1)",,,,"i,μ̃,a",;;i_1,"7,114,",7 × 114 × ?,,
1,4,Product,intermediate,I,250047,432,481264,376,376,34790656,408563712,47,,,,,"I(μ̃_19624,i_1) * C(i_1,μ̃_19624;a_1i_1) -> I(i_1;a_1i_1)",I(i_1;a_1i_1),"I(μ̃_19624,i_1)","C(i_1,μ̃_19624;a_1i_1)",I(i_1;a_1i_1),"i,a",;i_1,"7,",7 × ?,,
1,4,Constant,constant,_const,1281,,,8,8,34790656,408563712,1,,,,,-2,-2,,,,,,,scalar,8,1
1,4,Product,residual,R,61016,376,8,376,376,34790656,408563712,47,,,,,I(i_1;a_1i_1) * -2 -> R(i_1;a_1i_1),R(i_1;a_1i_1),I(i_1;a_1i_1),-2,R(i_1;a_1i_1),"i,a",;i_1,"7,",7 × ?,,
1,4,Permute,residual,R,55741,,,376,376,34790656,408563712,47,,,,,R(i_1;a_1i_1),R(i_1;a_1i_1),,,,"i,a",;i_1,"7,",7 × ?,,
1,5,Tensor,leaf,g,7318,,,1843152,1843152,34790656,408563712,230394,225036,-13.713518793894858,9.824790694343461,0.192547847698342,"g(μ̃_19636,i_2,Κ_1)","g(μ̃_19636,i_2,Κ_1)",,,,"μ̃,i,Κ",;;,"114,7,282",114 × 7 × 282,1800288,1.02381
1,5,Product,intermediate,I,230548,1843152,432,496,496,34790656,408563712,62,0,0.0,0.0,0.0,"g(μ̃_19636,i_2,Κ_1) * I(μ̃_19636,i_3) -> I(i_2,i_3,Κ_1)","I(i_2,i_3,Κ_1)","g(μ̃_19636,i_2,Κ_1)","I(μ̃_19636,i_3)","I(i_2,i_3,Κ_1)","i,i,Κ",;;,"7,7,282",7 × 7 × 282,110544,0.0044869
1,5,Tensor,leaf,g,12758,,,1843152,1843152,34790656,408563712,230394,225036,-13.713518793894858,9.824790694343461,0.192547847698342,"g(μ̃_19637,i_3,Κ_1)","g(μ̃_19637,i_3,Κ_1)",,,,"μ̃,i,Κ",;;,"114,7,282",114 × 7 × 282,1800288,1.02381
1,5,Product,intermediate,I,232170,496,1843152,432,432,34790656,408563712,54,0,0.0,0.0,0.0,"I(i_2,i_3,Κ_1) * g(μ̃_19637,i_3,Κ_1) -> I(i_2,μ̃_19637)","I(i_2,μ̃_19637)","I(i_2,i_3,Κ_1)","g(μ̃_19637,i_3,Κ_1)","I(i_2,μ̃_19637)","i,μ̃",;,"7,114",7 × 114,6384,0.0676692
1,5,Product,intermediate,I,116194,432,432,384,384,34790656,408563712,48,0,0.0,0.0,0.0,"I(i_2,μ̃_19637) * I(μ̃_19637,i_1) -> I(i_2,i_1)","I(i_2,i_1)","I(i_2,μ̃_19637)","I(μ̃_19637,i_1)","I(i_2,i_1)","i,i",;,"7,7",7 × 7,392,0.979592
1,5,Product,intermediate,I,130205,384,432,432,432,34790656,408563712,54,0,0.0,0.0,0.0,"I(i_2,i_1) * I(μ̃_19639,i_2) -> I(μ̃_19639,i_1)","I(μ̃_19639,i_1)","I(i_2,i_1)","I(μ̃_19639,i_2)","I(μ̃_19639,i_1)","μ̃,i",;,"114,7",114 × 7,6384,0.0676692
1,5,Tensor,leaf,C,13402,,,481264,481264,34790656,408563712,60158,,,,,"C(i_1,μ̃_19639;a_1i_1)","C(i_1,μ̃_19639;a_1i_1)",,,,"i,μ̃,a",;;i_1,"7,114,",7 × 114 × ?,,
1,5,Product,residual,R,258658,432,481264,376,376,34790656,408563712,47,,,,,"I(μ̃_19639,i_1) * C(i_1,μ̃_19639;a_1i_1) -> R(i_1;a_1i_1)",R(i_1;a_1i_1),"I(μ̃_19639,i_1)","C(i_1,μ̃_19639;a_1i_1)",R(i_1;a_1i_1),"i,a",;i_1,"7,",7 × ?,,
1,5,Permute,residual,R,45992,,,376,376,34790656,408563712,47,,,,,R(i_1;a_1i_1),R(i_1;a_1i_1),,,,"i,a",;i_1,"7,",7 × ?,,
1,6,Tensor,leaf,g,6591,,,121536,121536,34790656,408563712,15192,13818,10.313570711989671,5.229066732803717,0.3618052751837755,"g(i_1,i_2,Κ_1)","g(i_1,i_2,Κ_1)",,,,"i,i,Κ",;;,"7,7,282",7 × 7 × 282,110544,1.09944
1,6,Tensor,leaf,g,7726,,,1843152,1843152,34790656,408563712,230394,225036,-13.713518793894858,9.824790694343461,0.192547847698342,"g(μ̃_19645,i_3,Κ_1)","g(μ̃_19645,i_3,Κ_1)",,,,"μ̃,i,Κ",;;,"114,7,282",114 × 7 × 282,1800288,1.02381
1,6,Product,intermediate,I,4416557,121536,1843152,334432,334432,34790656,408563712,41804,39102,1.6787640793177372,1.4528822879583423,0.0897817840295986,"g(i_1,i_2,Κ_1) * g(μ̃_19645,i_3,Κ_1) -> I(i_2,i_1,i_3,μ̃_19645)","I(i_2,i_1,i_3,μ̃_19645)","g(i_1,i_2,Κ_1)","g(μ̃_19645,i_3,Κ_1)","I(i_2,i_1,i_3,μ̃_19645)","i,i,i,μ̃",;;;,"7,7,7,114",7 × 7 × 7 × 114,312816,1.0691
1,6,Product,intermediate,I,290200,334432,432,384,384,34790656,408563712,48,0,0.0,0.0,0.0,"I(i_2,i_1,i_3,μ̃_19645) * I(μ̃_19645,i_2) -> I(i_3,i_1)","I(i_3,i_1)","I(i_2,i_1,i_3,μ̃_19645)","I(μ̃_19645,i_2)","I(i_3,i_1)","i,i",;,"7,7",7 × 7,392,0.979592
1,6,Product,intermediate,I,126885,384,432,432,432,34790656,408563712,54,0,0.0,0.0,0.0,"I(i_3,i_1) * I(μ̃_19647,i_3) -> I(i_1,μ̃_19647)","I(i_1,μ̃_19647)","I(i_3,i_1)","I(μ̃_19647,i_3)","I(i_1,μ̃_19647)","i,μ̃",;,"7,114",7 × 114,6384,0.0676692
1,6,Tensor,leaf,C,15587,,,481264,481264,34790656,408563712,60158,,,,,"C(i_1,μ̃_19647;a_1i_1)","C(i_1,μ̃_19647;a_1i_1)",,,,"i,μ̃,a",;;i_1,"7,114,",7 × 114 × ?,,
1,6,Product,residual,R,254755,432,481264,376,376,34790656,408563712,47,,,,,"I(i_1,μ̃_19647) * C(i_1,μ̃_19647;a_1i_1) -> R(i_1;a_1i_1)",R(i_1;a_1i_1),"I(i_1,μ̃_19647)","C(i_1,μ̃_19647;a_1i_1)",R(i_1;a_1i_1),"i,a",;i_1,"7,",7 × ?,,
1,6,Permute,residual,R,57849,,,376,376,34790656,408563712,47,,,,,R(i_1;a_1i_1),R(i_1;a_1i_1),,,,"i,a",;i_1,"7,",7 × ?,,
1,7,Tensor,leaf,g,7618,,,121536,121536,34790656,408563712,15192,13818,10.313570711989671,5.229066732803717,0.3618052751837755,"g(i_1,i_2,Κ_1)","g(i_1,i_2,Κ_1)",,,,"i,i,Κ",;;,"7,7,282",7 × 7 × 282,110544,1.09944
1,7,Product,intermediate,I,231083,121536,400,384,384,34790656,408563712,48,0,0.0,0.0,0.0,"g(i_1,i_2,Κ_1) * I(Κ_1) -> I(i_2,i_1)","I(i_2,i_1)","g(i_1,i_2,Κ_1)",I(Κ_1),"I(i_2,i_1)","i,i",;,"7,7",7 × 7,392,0.979592
1,7,Product,intermediate,I,125961,384,432,432,432,34790656,408563712,54,0,0.0,0.0,0.0,"I(i_2,i_1) * I(μ̃_19656,i_2) -> I(i_1,μ̃_19656)","I(i_1,μ̃_19656)","I(i_2,i_1)","I(μ̃_19656,i_2)","I(i_1,μ̃_19656)","i,μ̃",;,"7,114",7 × 114,6384,0.0676692
1,7,Tensor,leaf,C,31786,,,481264,481264,34790656,408563712,60158,,,,,"C(i_1,μ̃_19656;a_1i_1)","C(i_1,μ̃_19656;a_1i_1)",,,,"i,μ̃,a",;;i_1,"7,114,",7 × 114 × ?,,
1,7,Product,intermediate,I,266773,432,481264,376,376,34790656,408563712,47,,,,,"I(i_1,μ̃_19656) * C(i_1,μ̃_19656;a_1i_1) -> I(i_1;a_1i_1)",I(i_1;a_1i_1),"I(i_1,μ̃_19656)","C(i_1,μ̃_19656;a_1i_1)",I(i_1;a_1i_1),"i,a",;i_1,"7,",7 × ?,,
1,7,Constant,constant,_const,1710,,,8,8,34790656,408563712,1,,,,,-2,-2,,,,,,,scalar,8,1
1,7,Product,residual,R,60503,376,8,376,376,34790656,408563712,47,,,,,I(i_1;a_1i_1) * -2 -> R(i_1;a_1i_1),R(i_1;a_1i_1),I(i_1;a_1i_1),-2,R(i_1;a_1i_1),"i,a",;i_1,"7,",7 × ?,,
1,7,Permute,residual,R,54372,,,376,376,34790656,408563712,47,,,,,R(i_1;a_1i_1),R(i_1;a_1i_1),,,,"i,a",;i_1,"7,",7 × ?,,
1,8,Tensor,leaf,f,12244692,,,432,432,34790656,408563712,54,0,0.0,0.0,0.0,"f(μ̃_19670,i_2)","f(μ̃_19670,i_2)",,,,"μ̃,i",;,"114,7",114 × 7,6384,0.0676692
1,8,Tensor,leaf,C,19024,,,481264,481264,34790656,408563712,60158,,,,,"C(i_1,μ̃_19670;a_2i_1)","C(i_1,μ̃_19670;a_2i_1)",,,,"i,μ̃,a",;;i_1,"7,114,",7 × 114 × ?,,
1,8,Product,intermediate,I,235766,432,481264,384,384,34790656,408563712,48,,,,,"f(μ̃_19670,i_2) * C(i_1,μ̃_19670;a_2i_1) -> I(i_1,i_2;a_2i_1)","I(i_1,i_2;a_2i_1)","f(μ̃_19670,i_2)","C(i_1,μ̃_19670;a_2i_1)","I(i_1,i_2;a_2i_1)","i,i,a",;;i_1,"7,7,",7 × 7 × ?,,
1,8,Tensor,leaf,t,2083,,,376,376,34790656,408563712,47,,,,,t(i_1;a_2i_1),t(i_1;a_2i_1),,,,"i,a",;i_1,"7,",7 × ?,,
1,8,Product,intermediate,I,261368,384,376,384,384,34790656,408563712,48,0,0.0,0.0,0.0,"I(i_1,i_2;a_2i_1) * t(i_1;a_2i_1) -> I(i_2,i_1)","I(i_2,i_1)","I(i_1,i_2;a_2i_1)",t(i_1;a_2i_1),"I(i_2,i_1)","i,i",;,"7,7",7 × 7,392,0.979592
1,8,Product,intermediate,I,132110,384,432,432,432,34790656,408563712,54,0,0.0,0.0,0.0,"I(i_2,i_1) * I(μ̃_19672,i_2) -> I(μ̃_19672,i_1)","I(μ̃_19672,i_1)","I(i_2,i_1)","I(μ̃_19672,i_2)","I(μ̃_19672,i_1)","μ̃,i",;,"114,7",114 × 7,6384,0.0676692
1,8,Tensor,leaf,C,11726,,,481264,481264,34790656,408563712,60158,,,,,"C(i_1,μ̃_19672;a_1i_1)","C(i_1,μ̃_19672;a_1i_1)",,,,"i,μ̃,a",;;i_1,"7,114,",7 × 114 × ?,,
1,8,Product,intermediate,I,360525,432,481264,376,376,34790656,408563712,47,,,,,"I(μ̃_19672,i_1) * C(i_1,μ̃_19672;a_1i_1) -> I(i_1;a_1i_1)",I(i_1;a_1i_1),"I(μ̃_19672,i_1)","C(i_1,μ̃_19672;a_1i_1)",I(i_1;a_1i_1),"i,a",;i_1,"7,",7 × ?,,
1,8,Constant,constant,_const,1884,,,8,8,34790656,408563712,1,,,,,-1,-1,,,,,,,scalar,8,1
1,8,Product,residual,R,60594,376,8,376,376,34790656,408563712,47,,,,,I(i_1;a_1i_1) * -1 -> R(i_1;a_1i_1),R(i_1;a_1i_1),I(i_1;a_1i_1),-1,R(i_1;a_1i_1),"i,a",;i_1,"7,",7 × ?,,
1,8,Permute,residual,R,59144,,,376,376,34790656,408563712,47,,,,,R(i_1;a_1i_1),R(i_1;a_1i_1),,,,"i,a",;i_1,"7,",7 × ?,,
1,9,Tensor,leaf,C,9131,,,2207664,2207664,34790656,408563712,275958,,,,,"C(i_2,i_1,μ̃_19614;a_3i_1i_2)","C(i_2,i_1,μ̃_19614;a_3i_1i_2)",,,,"i,i,μ̃,a",";;;i_1,i_2","7,7,114,",7 × 7 × 114 × ?,,
